Day of isolation,Mean,Lower_CI,Upper_CI
0,8.272727272727273,3.0,16.0
1,7.2727272727272725,2.0,15.0
2,6.2727272727272725,1.0,14.0
3,5.2727272727272725,0.0,13.0
4,4.5227272727272725,0.0,12.0
5,3.7954545454545454,0.0,11.0
6,3.2954545454545454,0.0,10.0
7,2.7954545454545454,0.0,9.0
8,2.2954545454545454,0.0,8.0
9,1.8409090909090908,0.0,7.0
10,1.5,0.0,6.0
11,1.1590909090909092,0.0,5.0
12,0.8636363636363636,0.0,4.0
13,0.5681818181818182,0.0,3.0
14,0.3181818181818182,0.0,2.0
15,0.09090909090909091,0.0,1.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
