Day of isolation,Mean,Lower_CI,Upper_CI
0,9.181818181818182,1.0,20.0
1,8.181818181818182,0.0,19.0
2,7.431818181818182,0.0,18.0
3,6.681818181818182,0.0,17.0
4,5.931818181818182,0.0,16.0
5,5.181818181818182,0.0,15.0
6,4.431818181818182,0.0,14.0
7,3.75,0.0,13.0
8,3.1136363636363638,0.0,12.0
9,2.659090909090909,0.0,11.0
10,2.3636363636363638,0.0,10.0
11,2.1136363636363638,0.0,9.0
12,1.8636363636363635,0.0,8.0
13,1.6136363636363635,0.0,7.0
14,1.3636363636363635,0.0,6.0
15,1.1136363636363635,0.0,5.0
16,0.8636363636363636,0.0,4.0
17,0.6136363636363636,0.0,3.0
18,0.36363636363636365,0.0,2.0
19,0.18181818181818182,0.0,1.0
20,0.06818181818181818,0.0,0.0
21,0.045454545454545456,0.0,0.0
22,0.022727272727272728,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
