Day of isolation,Mean,Lower_CI,Upper_CI
0,10.804455445544555,1.0,30.0
1,9.804455445544555,0.0,29.0
2,8.997524752475247,0.0,28.0
3,8.25,0.0,27.0
4,7.5594059405940595,0.0,26.0
5,6.913366336633663,0.0,25.0
6,6.356435643564357,0.0,24.0
7,5.849009900990099,0.0,23.0
8,5.349009900990099,0.0,22.0
9,4.856435643564357,0.0,21.0
10,4.366336633663367,0.0,20.0
11,3.896039603960396,0.0,19.0
12,3.457920792079208,0.0,18.0
13,3.047029702970297,0.0,17.0
14,2.6831683168316833,0.0,16.0
15,2.353960396039604,0.0,15.0
16,2.0717821782178216,0.0,14.0
17,1.8044554455445545,0.0,13.0
18,1.5693069306930694,0.0,12.0
19,1.3415841584158417,0.0,11.0
20,1.150990099009901,0.0,10.0
21,0.9702970297029703,0.0,9.0
22,0.8267326732673267,0.0,8.0
23,0.6856435643564357,0.0,7.0
24,0.5618811881188119,0.0,6.0
25,0.44554455445544555,0.0,5.0
26,0.3465346534653465,0.0,4.0
27,0.24752475247524752,0.0,3.0
28,0.15841584158415842,0.0,2.0
29,0.07178217821782178,0.0,1.0
30,0.0,0.0,0.0
