Day of isolation,Mean,Lower_CI,Upper_CI
0,9.022727272727273,1.0,24.0
1,8.022727272727273,0.0,23.0
2,7.2727272727272725,0.0,22.0
3,6.5227272727272725,0.0,21.0
4,5.7727272727272725,0.0,20.0
5,5.0227272727272725,0.0,19.0
6,4.386363636363637,0.0,18.0
7,3.75,0.0,17.0
8,3.1136363636363638,0.0,16.0
9,2.477272727272727,0.0,15.0
10,1.9772727272727273,0.0,14.0
11,1.7272727272727273,0.0,13.0
12,1.4772727272727273,0.0,12.0
13,1.2272727272727273,0.0,11.0
14,0.9772727272727273,0.0,10.0
15,0.7727272727272727,0.0,9.0
16,0.5909090909090909,0.0,8.0
17,0.5,0.0,7.0
18,0.4090909090909091,0.0,6.0
19,0.3409090909090909,0.0,5.0
20,0.2727272727272727,0.0,4.0
21,0.20454545454545456,0.0,3.0
22,0.13636363636363635,0.0,2.0
23,0.06818181818181818,0.0,1.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
