Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9197,1.0
1,1.0,0.9197,1.0
2,0.75,0.6056,0.8543
3,0.75,0.6056,0.8543
4,0.75,0.6056,0.8543
5,0.75,0.6056,0.8543
6,0.7273,0.5815,0.8365
7,0.5909,0.4441,0.7231
8,0.3636,0.2378,0.5113
9,0.2727,0.1635,0.4185
10,0.2727,0.1635,0.4185
11,0.25,0.1457,0.3944
12,0.25,0.1457,0.3944
13,0.25,0.1457,0.3944
14,0.25,0.1457,0.3944
15,0.25,0.1457,0.3944
16,0.25,0.1457,0.3944
17,0.1818,0.0951,0.3196
18,0.1364,0.064,0.2671
19,0.1136,0.0495,0.2398
20,0.0909,0.0359,0.2116
21,0.0909,0.0359,0.2116
22,0.0909,0.0359,0.2116
23,0.0682,0.0235,0.1823
24,0.0,0.0,0.0803
25,0.0,0.0,0.0803
26,0.0,0.0,0.0803
27,0.0,0.0,0.0803
28,0.0,0.0,0.0803
29,0.0,0.0,0.0803
30,0.0,0.0,0.0803
