Day of isolation,Mean,Lower_CI,Upper_CI
0,22.318181818181817,1.0,30.0
1,21.318181818181817,0.0,29.0
2,20.568181818181817,0.0,28.0
3,19.818181818181817,0.0,27.0
4,19.068181818181817,0.0,26.0
5,18.318181818181817,0.0,25.0
6,17.568181818181817,0.0,24.0
7,16.818181818181817,0.0,23.0
8,16.068181818181817,0.0,22.0
9,15.318181818181818,0.0,21.0
10,14.568181818181818,0.0,20.0
11,13.818181818181818,0.0,19.0
12,13.068181818181818,0.0,18.0
13,12.318181818181818,0.0,17.0
14,11.568181818181818,0.0,16.0
15,10.818181818181818,0.0,15.0
16,10.068181818181818,0.0,14.0
17,9.318181818181818,0.0,13.0
18,8.568181818181818,0.0,12.0
19,7.818181818181818,0.0,11.0
20,7.068181818181818,0.0,10.0
21,6.318181818181818,0.0,9.0
22,5.568181818181818,0.0,8.0
23,4.818181818181818,0.0,7.0
24,4.068181818181818,0.0,6.0
25,3.340909090909091,0.0,5.0
26,2.6363636363636362,0.0,4.0
27,1.9318181818181819,0.0,3.0
28,1.2727272727272727,0.0,2.0
29,0.6363636363636364,0.0,1.0
30,0.0,0.0,0.0
