Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.599,0.5505,0.6457
8,0.552,0.5032,0.5998
9,0.5099,0.4613,0.5583
10,0.5,0.4515,0.5485
11,0.4678,0.4197,0.5166
12,0.4381,0.3905,0.4869
13,0.4134,0.3664,0.462
14,0.3465,0.3018,0.3942
15,0.3094,0.2663,0.3561
16,0.2847,0.2428,0.3305
17,0.2624,0.2219,0.3074
18,0.2351,0.1964,0.2789
19,0.2079,0.1712,0.2502
20,0.1881,0.153,0.2291
21,0.1535,0.1216,0.1919
22,0.1436,0.1127,0.1811
23,0.1386,0.1083,0.1757
24,0.1337,0.1039,0.1703
25,0.1337,0.1039,0.1703
26,0.099,0.0736,0.132
27,0.0916,0.0672,0.1237
28,0.0866,0.063,0.1181
29,0.0866,0.063,0.1181
30,0.0866,0.063,0.1181
