Day of isolation,Mean,Lower_CI,Upper_CI
0,1.0,0.9906,1.0
1,1.0,0.9906,1.0
2,0.8069,0.7656,0.8425
3,0.7475,0.703,0.7874
4,0.7005,0.6541,0.7431
5,0.646,0.5982,0.6911
6,0.6287,0.5806,0.6744
7,0.599,0.5505,0.6457
8,0.552,0.5032,0.5998
9,0.5149,0.4662,0.5632
10,0.5074,0.4588,0.5559
11,0.4901,0.4417,0.5387
12,0.4505,0.4027,0.4993
13,0.4381,0.3905,0.4869
14,0.3812,0.3352,0.4295
15,0.3317,0.2875,0.379
16,0.2946,0.2522,0.3408
17,0.2673,0.2265,0.3125
18,0.2327,0.1941,0.2763
19,0.2054,0.1689,0.2475
20,0.1881,0.153,0.2291
21,0.1535,0.1216,0.1919
22,0.1436,0.1127,0.1811
23,0.1386,0.1083,0.1757
24,0.1337,0.1039,0.1703
25,0.1337,0.1039,0.1703
26,0.1114,0.0843,0.1458
27,0.0916,0.0672,0.1237
28,0.0866,0.063,0.1181
29,0.0866,0.063,0.1181
30,0.0866,0.063,0.1181
