Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.30198019801980197,0.0,1.0
2,0.8539603960396039,0.0,2.0
3,1.4232673267326732,0.0,3.0
4,1.9925742574257426,0.0,4.0
5,2.5693069306930694,0.0,5.0
6,3.150990099009901,0.0,6.0
7,3.772277227722772,0.0,7.0
8,4.5272277227722775,0.0,8.0
9,5.358910891089109,0.0,9.0
10,6.193069306930693,0.0,10.0
11,7.03960396039604,0.0,11.0
12,7.8861386138613865,0.0,12.0
13,8.735148514851485,0.0,13.0
14,9.603960396039604,0.0,14.0
15,10.492574257425742,0.0,15.0
16,11.391089108910892,0.0,16.0
17,12.314356435643564,0.0,17.0
18,13.254950495049505,0.0,18.0
19,14.200495049504951,0.0,19.0
20,15.153465346534654,0.0,20.0
21,16.111386138613863,0.0,21.0
22,17.076732673267326,0.0,22.0
23,18.056930693069308,1.0,23.0
24,19.03960396039604,2.0,24.0
25,20.034653465346533,3.0,25.0
26,21.02970297029703,4.0,26.0
27,22.02970297029703,5.0,27.0
28,23.02970297029703,6.0,28.0
29,24.02970297029703,7.0,29.0
30,25.02970297029703,8.0,30.0
