Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.6590909090909091,0.0,1.0
3,1.6590909090909092,1.0,2.0
4,2.659090909090909,2.0,3.0
5,3.659090909090909,3.0,4.0
6,4.659090909090909,4.0,5.0
7,5.659090909090909,5.0,6.0
8,6.659090909090909,6.0,7.0
9,7.659090909090909,7.0,8.0
10,8.659090909090908,8.0,9.0
11,9.659090909090908,9.0,10.0
12,10.659090909090908,10.0,11.0
13,11.659090909090908,11.0,12.0
14,12.659090909090908,12.0,13.0
15,13.659090909090908,13.0,14.0
16,14.659090909090908,14.0,15.0
17,15.659090909090908,15.0,16.0
18,16.65909090909091,16.0,17.0
19,17.65909090909091,17.0,18.0
20,18.65909090909091,18.0,19.0
21,19.65909090909091,19.0,20.0
22,20.65909090909091,20.0,21.0
23,21.65909090909091,21.0,22.0
24,22.65909090909091,22.0,23.0
25,23.65909090909091,23.0,24.0
26,24.65909090909091,24.0,25.0
27,25.65909090909091,25.0,26.0
28,26.65909090909091,26.0,27.0
29,27.65909090909091,27.0,28.0
30,28.65909090909091,28.0,29.0
