Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.25,0.0,1.0
2,0.5,0.0,2.0
3,1.1590909090909092,0.0,3.0
4,2.159090909090909,1.0,4.0
5,3.159090909090909,2.0,5.0
6,4.159090909090909,3.0,6.0
7,5.159090909090909,4.0,7.0
8,6.159090909090909,5.0,8.0
9,7.159090909090909,6.0,9.0
10,8.159090909090908,7.0,10.0
11,9.159090909090908,8.0,11.0
12,10.159090909090908,9.0,12.0
13,11.159090909090908,10.0,13.0
14,12.159090909090908,11.0,14.0
15,13.159090909090908,12.0,15.0
16,14.159090909090908,13.0,16.0
17,15.159090909090908,14.0,17.0
18,16.15909090909091,15.0,18.0
19,17.15909090909091,16.0,19.0
20,18.15909090909091,17.0,20.0
21,19.15909090909091,18.0,21.0
22,20.15909090909091,19.0,22.0
23,21.15909090909091,20.0,23.0
24,22.15909090909091,21.0,24.0
25,23.15909090909091,22.0,25.0
26,24.15909090909091,23.0,26.0
27,25.15909090909091,24.0,27.0
28,26.15909090909091,25.0,28.0
29,27.15909090909091,26.0,29.0
30,28.15909090909091,27.0,30.0
