Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.25,0.0,1.0
4,0.5,0.0,2.0
5,0.75,0.0,3.0
6,1.1818181818181819,0.0,4.0
7,2.0,0.0,5.0
8,3.0,1.0,6.0
9,4.0,2.0,7.0
10,5.0,3.0,8.0
11,6.0,4.0,9.0
12,7.0,5.0,10.0
13,8.0,6.0,11.0
14,9.0,7.0,12.0
15,10.0,8.0,13.0
16,11.0,9.0,14.0
17,12.0,10.0,15.0
18,13.0,11.0,16.0
19,14.0,12.0,17.0
20,15.0,13.0,18.0
21,16.0,14.0,19.0
22,17.0,15.0,20.0
23,18.0,16.0,21.0
24,19.0,17.0,22.0
25,20.0,18.0,23.0
26,21.0,19.0,24.0
27,22.0,20.0,25.0
28,23.0,21.0,26.0
29,24.0,22.0,27.0
30,25.0,23.0,28.0
