Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.25,0.0,1.0
4,0.5,0.0,2.0
5,0.75,0.0,3.0
6,1.2272727272727273,0.0,4.0
7,1.8636363636363635,0.0,5.0
8,2.7045454545454546,0.0,6.0
9,3.7045454545454546,1.0,7.0
10,4.704545454545454,2.0,8.0
11,5.704545454545454,3.0,9.0
12,6.704545454545454,4.0,10.0
13,7.704545454545454,5.0,11.0
14,8.704545454545455,6.0,12.0
15,9.704545454545455,7.0,13.0
16,10.704545454545455,8.0,14.0
17,11.704545454545455,9.0,15.0
18,12.704545454545455,10.0,16.0
19,13.704545454545455,11.0,17.0
20,14.704545454545455,12.0,18.0
21,15.704545454545455,13.0,19.0
22,16.704545454545453,14.0,20.0
23,17.704545454545453,15.0,21.0
24,18.704545454545453,16.0,22.0
25,19.704545454545453,17.0,23.0
26,20.704545454545453,18.0,24.0
27,21.704545454545453,19.0,25.0
28,22.704545454545453,20.0,26.0
29,23.704545454545453,21.0,27.0
30,24.704545454545453,22.0,28.0
