Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.36363636363636365,0.0,1.0
5,1.1136363636363635,0.0,2.0
6,1.8636363636363635,0.0,3.0
7,2.772727272727273,0.0,4.0
8,3.772727272727273,1.0,5.0
9,4.7727272727272725,2.0,6.0
10,5.7727272727272725,3.0,7.0
11,6.7727272727272725,4.0,8.0
12,7.7727272727272725,5.0,9.0
13,8.772727272727273,6.0,10.0
14,9.772727272727273,7.0,11.0
15,10.772727272727273,8.0,12.0
16,11.772727272727273,9.0,13.0
17,12.772727272727273,10.0,14.0
18,13.772727272727273,11.0,15.0
19,14.772727272727273,12.0,16.0
20,15.772727272727273,13.0,17.0
21,16.772727272727273,14.0,18.0
22,17.772727272727273,15.0,19.0
23,18.772727272727273,16.0,20.0
24,19.772727272727273,17.0,21.0
25,20.772727272727273,18.0,22.0
26,21.772727272727273,19.0,23.0
27,22.772727272727273,20.0,24.0
28,23.772727272727273,21.0,25.0
29,24.772727272727273,22.0,26.0
30,25.772727272727273,23.0,27.0
