Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.25,0.0,1.0
3,0.5,0.0,2.0
4,0.75,0.0,3.0
5,1.0,0.0,4.0
6,1.5,0.0,5.0
7,2.0681818181818183,0.0,6.0
8,2.7954545454545454,0.0,7.0
9,3.5454545454545454,0.0,8.0
10,4.295454545454546,0.0,9.0
11,5.045454545454546,0.0,10.0
12,5.795454545454546,0.0,11.0
13,6.545454545454546,0.0,12.0
14,7.318181818181818,0.0,13.0
15,8.090909090909092,0.0,14.0
16,8.931818181818182,0.0,15.0
17,9.818181818181818,0.0,16.0
18,10.772727272727273,0.07499999999999996,17.0
19,11.75,1.075,18.0
20,12.727272727272727,2.075,19.0
21,13.704545454545455,3.075,20.0
22,14.704545454545455,4.075,21.0
23,15.704545454545455,5.075,22.0
24,16.704545454545453,6.075,23.0
25,17.704545454545453,7.075,24.0
26,18.704545454545453,8.075,25.0
27,19.704545454545453,9.075,26.0
28,20.704545454545453,10.075,27.0
29,21.704545454545453,11.075,28.0
30,22.704545454545453,12.075,29.0
