Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.6311881188118812,0.0,1.0
3,1.3836633663366336,0.0,2.0
4,2.1584158415841586,0.0,3.0
5,2.9975247524752477,0.0,4.0
6,3.863861386138614,0.0,5.0
7,4.7549504950495045,0.0,6.0
8,5.653465346534653,0.0,7.0
9,6.561881188118812,0.0,8.0
10,7.47029702970297,0.0,9.0
11,8.386138613861386,0.0,10.0
12,9.319306930693068,0.0,11.0
13,10.252475247524753,0.0,12.0
14,11.227722772277227,1.0,13.0
15,12.227722772277227,2.0,14.0
16,13.227722772277227,3.0,15.0
17,14.227722772277227,4.0,16.0
18,15.227722772277227,5.0,17.0
19,16.22772277227723,6.0,18.0
20,17.22772277227723,7.0,19.0
21,18.22772277227723,8.0,20.0
22,19.22772277227723,9.0,21.0
23,20.22772277227723,10.0,22.0
24,21.22772277227723,11.0,23.0
25,22.22772277227723,12.0,24.0
26,23.22772277227723,13.0,25.0
27,24.22772277227723,14.0,26.0
28,25.22772277227723,15.0,27.0
29,26.22772277227723,16.0,28.0
30,27.22772277227723,17.0,29.0
