Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.25,0.0,1.0
3,0.5,0.0,2.0
4,0.75,0.0,3.0
5,1.0,0.0,4.0
6,1.3181818181818181,0.0,5.0
7,1.7954545454545454,0.0,6.0
8,2.5,0.0,7.0
9,3.25,0.0,8.0
10,4.0,0.0,9.0
11,4.75,0.0,10.0
12,5.5,0.0,11.0
13,6.25,0.0,12.0
14,7.0,0.0,13.0
15,7.75,0.0,14.0
16,8.590909090909092,0.0,15.0
17,9.545454545454545,0.07499999999999996,16.0
18,10.522727272727273,1.075,17.0
19,11.522727272727273,2.075,18.0
20,12.522727272727273,3.075,19.0
21,13.522727272727273,4.075,20.0
22,14.522727272727273,5.075,21.0
23,15.522727272727273,6.075,22.0
24,16.522727272727273,7.075,23.0
25,17.522727272727273,8.075,24.0
26,18.522727272727273,9.075,25.0
27,19.522727272727273,10.075,26.0
28,20.522727272727273,11.075,27.0
29,21.522727272727273,12.075,28.0
30,22.522727272727273,13.075,29.0
