Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.25,0.0,1.0
3,0.5,0.0,2.0
4,0.75,0.0,3.0
5,1.1363636363636365,0.0,4.0
6,1.6363636363636365,0.0,5.0
7,2.2045454545454546,0.0,6.0
8,2.9318181818181817,0.0,7.0
9,3.6818181818181817,0.0,8.0
10,4.431818181818182,0.0,9.0
11,5.181818181818182,0.0,10.0
12,5.931818181818182,0.0,11.0
13,6.681818181818182,0.0,12.0
14,7.431818181818182,0.0,13.0
15,8.181818181818182,0.0,14.0
16,8.931818181818182,0.0,15.0
17,9.795454545454545,0.0,16.0
18,10.704545454545455,0.0,17.0
19,11.636363636363637,0.0,18.0
20,12.568181818181818,0.0,19.0
21,13.545454545454545,1.0,20.0
22,14.545454545454545,2.0,21.0
23,15.545454545454545,3.0,22.0
24,16.545454545454547,4.0,23.0
25,17.545454545454547,5.0,24.0
26,18.545454545454547,6.0,25.0
27,19.545454545454547,7.0,26.0
28,20.545454545454547,8.0,27.0
29,21.545454545454547,9.0,28.0
30,22.545454545454547,10.0,29.0
