Day of isolation,Mean,Lower_CI,Upper_CI
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.29545454545454547,0.0,1.0
3,1.2954545454545454,1.0,2.0
4,2.2954545454545454,2.0,3.0
5,3.2954545454545454,3.0,4.0
6,4.295454545454546,4.0,5.0
7,5.295454545454546,5.0,6.0
8,6.295454545454546,6.0,7.0
9,7.295454545454546,7.0,8.0
10,8.295454545454545,8.0,9.0
11,9.295454545454545,9.0,10.0
12,10.295454545454545,10.0,11.0
13,11.295454545454545,11.0,12.0
14,12.295454545454545,12.0,13.0
15,13.295454545454545,13.0,14.0
16,14.295454545454545,14.0,15.0
17,15.295454545454545,15.0,16.0
18,16.295454545454547,16.0,17.0
19,17.295454545454547,17.0,18.0
20,18.295454545454547,18.0,19.0
21,19.295454545454547,19.0,20.0
22,20.295454545454547,20.0,21.0
23,21.295454545454547,21.0,22.0
24,22.295454545454547,22.0,23.0
25,23.295454545454547,23.0,24.0
26,24.295454545454547,24.0,25.0
27,25.295454545454547,25.0,26.0
28,26.295454545454547,26.0,27.0
29,27.295454545454547,27.0,28.0
30,28.295454545454547,28.0,29.0
